,DELNG_DE,MRKT_NM,CPR_NM,PRDLST_NM,SPCIES_NM,GRAD,weight,PRI_MAX,PRI_MIN,PRI_AVE,PRI_PRED
44,2021-04-08,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,500.0,2553.6145783132533,2582.2024
45,2021-04-09,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,2697.71065934066,2616.175
46,2021-04-10,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,500.0,2684.8165254237288,2649.5493
47,2021-04-13,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5000.0,1625.0,3085.1081481481483,2695.3328
48,2021-04-14,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4400.0,500.0,2702.460285714286,2768.9382
49,2021-04-16,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1250.0,2723.157019230769,2749.6877
50,2021-04-17,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,2711.407766990292,2770.2976
51,2021-04-21,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1250.0,2761.4167,2682.1133
52,2021-04-22,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1250.0,2698.740465116279,2684.1912
53,2021-04-23,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,2622.2772277227723,2711.589
54,2021-04-27,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,2545.297128712871,2562.927
55,2021-04-28,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1200.0,2391.5016831683165,2579.9534
56,2021-04-30,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,500.0,2453.4655445544554,2468.9487
57,2021-05-01,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,750.0,2592.9488461538463,2435.1155
58,2021-05-05,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4000.0,750.0,2469.696969696969,2360.7117
59,2021-05-06,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,2871.2122727272726,2404.3884
60,2021-05-07,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5000.0,1000.0,3083.981555555555,2455.6238
61,2021-05-12,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4400.0,1750.0,3221.230238095238,2775.192
62,2021-05-14,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,2961.4168,2933.9263
63,2021-05-15,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,2925.2501,2949.0037
64,2021-05-18,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,1750.0,3068.070210526316,2830.1233
65,2021-05-21,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,500.0,2936.738387096774,2608.781
66,2021-05-24,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,500.0,2955.0,2581.3057
67,2021-05-25,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1500.0,3075.5435869565217,2625.3784
68,2021-05-26,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4600.0,1000.0,3003.532608695652,2710.9893
69,2021-05-27,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,750.0,3019.8979591836733,2797.4229
70,2021-05-28,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,1166.67,3155.11375,2829.517
71,2021-05-29,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,500.0,3034.0759405940594,2903.0142
72,2021-06-01,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,1875.0,3353.114444444444,2867.7256
73,2021-06-03,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,250.0,3018.37125,2852.2175
74,2021-06-04,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,250.0,2865.801886792453,2883.8308
75,2021-06-05,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,500.0,3097.8228828828824,2895.5618
76,2021-06-11,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,750.0,2856.848217821782,2869.0142
77,2021-06-12,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,250.0,2699.181607142857,2896.3152
78,2021-06-16,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4200.0,1000.0,2966.4835164835163,2856.3164
79,2021-06-18,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4200.0,500.0,2663.973131313131,2807.478
80,2021-06-19,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,1000.0,2790.8497058823527,2759.4773
81,2021-06-24,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,500.0,2576.288762886598,2559.0847
82,2021-06-25,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,750.0,2496.8954901960783,2545.2026
83,2021-06-26,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,150.0,2503.024193548388,2511.595
84,2021-06-30,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4000.0,750.0,2358.052471910112,2427.4333
85,2021-07-01,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,2432.4075555555555,2437.6768
86,2021-07-02,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,750.0,2456.3334,2446.3394
87,2021-07-03,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,250.0,2455.672268907563,2458.7854
88,2021-07-05,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,2800.0,2250.0,2328.5714285714284,2461.793
89,2021-07-08,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,500.0,2537.458811881188,2533.3442
90,2021-07-09,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,250.0,2275.45880733945,2537.5854
91,2021-07-10,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,750.0,2378.050714285714,2515.6682
92,2021-07-16,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,3600.0,200.0,1600.4629999999995,2277.163
93,2021-07-17,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,250.0,1924.5661458333327,2073.6992
94,2021-07-21,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,3200.0,40.0,1461.428571428571,1971.0017
95,2021-07-22,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4000.0,200.0,1710.1041250000003,1850.1412
96,2021-07-23,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,150.0,1713.2838613861384,1818.0709
97,2021-07-24,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,200.0,1844.9305833333333,1754.031
98,2021-07-29,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,250.0,1357.8598863636364,1580.1367
99,2021-07-30,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,250.0,1488.7597674418605,1532.626
100,2021-07-31,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4600.0,250.0,1807.4653125,1497.1135
101,2021-08-03,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5000.0,250.0,2392.518977272727,1568.6423
102,2021-08-04,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,1000.0,2638.333333333333,1763.4329
103,2021-08-05,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6400.0,500.0,3126.4019626168224,1990.2214
104,2021-08-06,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,8200.0,500.0,3123.6,2207.6792
105,2021-08-11,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,2541.255308641976,2454.723
106,2021-08-12,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4200.0,750.0,2812.261857142857,2534.731
107,2021-08-13,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,750.0,3265.863493975904,2627.8997
108,2021-08-14,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5800.0,1250.0,3478.300396039604,2763.1387
109,2021-08-19,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5600.0,1750.0,3651.1627906976746,2882.722
110,2021-08-20,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5400.0,2000.0,3827.0001,3035.6057
111,2021-08-21,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6200.0,1250.0,3591.355140186916,3164.3145
112,2021-08-25,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5800.0,1250.0,3583.7037777777773,3164.383
113,2021-08-26,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6000.0,750.0,3497.016543209876,3190.2463
114,2021-08-27,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6400.0,750.0,3514.184468085106,3192.9946
115,2021-08-28,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7200.0,1750.0,3711.952929292929,3178.9895
116,2021-09-02,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5800.0,1250.0,3505.1042499999994,3160.7883
117,2021-09-03,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5600.0,1250.0,3484.1117582417583,3152.641
118,2021-09-04,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6800.0,1250.0,4206.130344827586,3174.0286
119,2021-09-07,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6600.0,1000.0,4059.956883116883,3257.4016
120,2021-09-08,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6200.0,1500.0,4258.3335,3380.1672
121,2021-09-09,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6600.0,2000.0,4472.988620689655,3483.1453
122,2021-09-10,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7800.0,250.0,4666.666666666667,3587.395
123,2021-09-11,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7400.0,1500.0,4767.394854368932,3680.8604
124,2021-09-15,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7600.0,1500.0,4648.724591836734,3752.5317
125,2021-09-16,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7200.0,2000.0,4652.477567567567,3760.3354
126,2021-09-17,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,10000.0,1333.33,5887.500090909091,3865.2173
127,2021-09-18,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,11200.0,1750.0,7625.793741496598,4034.7476
128,2021-09-24,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7600.0,2000.0,4327.238171428571,4459.277
129,2021-09-28,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4600.0,4600.0,4600.0,3943.79
130,2021-09-30,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,1000.0,3117.025268817204,3697.6807
131,2021-10-01,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5400.0,1166.67,3091.5834000000004,3483.1975
132,2021-10-02,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6200.0,1000.0,3186.027070707071,3304.3865
133,2021-10-07,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7600.0,1000.0,3827.6708974358967,3201.6099
134,2021-10-08,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,8000.0,750.0,3769.850224719101,3253.541
135,2021-10-09,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,8200.0,2000.0,4232.552083333333,3342.1118
136,2021-10-13,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6200.0,2125.0,3600.2977380952384,3526.7625
137,2021-10-14,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6000.0,1250.0,3773.183974358974,3512.2832
138,2021-10-15,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6600.0,1500.0,3942.294086021505,3515.808
139,2021-10-16,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6400.0,1750.0,3939.660555555555,3535.8425
140,2021-10-20,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1250.0,3436.732631578948,3625.827
141,2021-10-21,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,3656.623974358974,3559.6519
142,2021-10-22,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1250.0,3739.652197802197,3502.909
143,2021-10-23,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,1750.0,3797.2728181818175,3498.1736
144,2021-10-27,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5400.0,750.0,3726.337777777778,3501.3848
145,2021-10-28,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5400.0,1750.0,3880.357428571428,3505.7432
146,2021-10-29,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5600.0,1750.0,3837.254941176471,3496.5613
147,2021-10-30,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5400.0,1200.0,3623.9225,3479.385
148,2021-11-04,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,2000.0,3652.61223880597,3363.841
149,2021-11-05,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5600.0,2000.0,3690.8994736842105,3347.2366
150,2021-11-06,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,750.0,3532.3433663366336,3314.7788
151,2021-11-09,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4600.0,4600.0,4600.0,3284.3296
152,2021-11-11,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,3361.623157894737,3284.6936
153,2021-11-12,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,2000.0,3343.7037777777773,3237.5312
154,2021-11-13,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,3282.612211538462,3238.9924
155,2021-11-17,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,3312.553037974684,3176.9282
156,2021-11-18,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1750.0,3292.5327272727272,3185.0095
157,2021-11-19,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1200.0,3410.366097560976,3178.9924
158,2021-11-20,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1250.0,3314.394141414142,3190.6316
159,2021-11-26,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1200.0,3450.574942528736,3216.322
160,2021-11-27,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,1750.0,3468.8831914893613,3223.8828
161,2021-12-01,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1750.0,3422.111333333333,3220.951
162,2021-12-02,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,105.56,3450.1879729729726,3226.8872
163,2021-12-03,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,3418.229375,3214.0337
164,2021-12-04,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,105.56,3387.3285393258425,3212.6218
165,2021-12-08,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5000.0,1600.0,3388.4869736842106,3173.9827
166,2021-12-09,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,1200.0,3472.1901162790696,3194.9023
167,2021-12-10,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,1500.0,3484.411882352941,3199.494
168,2021-12-11,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,500.0,3350.1756842105256,3200.6382
169,2021-12-15,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5800.0,1200.0,3451.852083333333,3275.1526
170,2021-12-16,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5600.0,750.0,3601.7278048780486,3308.64
171,2021-12-17,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6000.0,1400.0,3747.19,3321.1099
172,2021-12-18,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6000.0,500.0,3483.624186046512,3366.4316
173,2021-12-20,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5800.0,750.0,3306.2037777777773,3367.8
174,2021-12-21,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5800.0,750.0,3352.8102325581394,3339.9575
175,2021-12-22,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6000.0,750.0,3316.8675903614458,3290.976
176,2021-12-23,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6000.0,750.0,3625.9391549295774,3251.1794
177,2021-12-24,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6600.0,1250.0,3882.5951898734174,3248.4753
178,2021-12-28,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7000.0,1000.0,3522.314888888889,3352.0715
179,2021-12-29,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6800.0,1000.0,3883.0001333333335,3390.6433
180,2021-12-30,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6400.0,1000.0,4079.347826086957,3444.4702
181,2021-12-31,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7600.0,1000.0,4294.736947368421,3525.8694
182,2022-01-05,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,187.5,3125.9832584269666,3505.2454
183,2022-01-06,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5000.0,750.0,3209.062625,3408.994
184,2022-01-07,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5600.0,750.0,3213.026896551724,3300.8604
185,2022-01-08,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5800.0,500.0,3357.692417582418,3243.2102
186,2022-01-12,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,1000.0,3584.8838372093023,3211.3357
187,2022-01-13,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,1000.0,3924.6668,3254.6
188,2022-01-14,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5600.0,750.0,4026.40578313253,3306.5056
189,2022-01-15,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6000.0,1250.0,4165.018461538461,3429.0884
190,2022-01-19,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7400.0,1250.0,4487.95054054054,3549.3423
191,2022-01-20,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7600.0,1500.0,4698.6302739726025,3649.3337
192,2022-01-21,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7600.0,1250.0,4632.384050632911,3718.3098
193,2022-01-26,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7600.0,1000.0,5116.208901098901,3764.02
194,2022-01-27,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,8200.0,1500.0,5685.176346153846,3919.1125
195,2022-01-29,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,8000.0,250.0,4677.9762142857135,4308.086
196,2022-01-30,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6600.0,250.0,3401.5351754385965,4234.63
197,2022-02-04,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,7400.0,250.0,3187.435,3983.8557
198,2022-02-05,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,9200.0,750.0,3701.402772277228,3763.7424
199,2022-02-08,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4600.0,4000.0,4240.0,3508.5894
200,2022-02-09,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5400.0,2000.0,2776.7278048780486,3587.7468
201,2022-02-10,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,500.0,2745.833552631578,3338.417
202,2022-02-11,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,750.0,2810.4169736842105,3136.256
203,2022-02-12,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5000.0,250.0,2892.340202020202,2986.8677
204,2022-02-16,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,500.0,2855.466129032258,2980.673
205,2022-02-17,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4666.67,1000.0,2871.097341772152,2931.5151
206,2022-02-18,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,500.0,2805.092777777778,2894.9631
207,2022-02-19,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6400.0,750.0,3026.6026923076925,2870.6616
208,2022-02-23,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,1000.0,3217.8715662650607,2879.1108
209,2022-02-24,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,1000.0,3200.406585365853,2930.6604
210,2022-02-25,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5600.0,1000.0,3364.2594444444444,2966.4692
211,2022-02-26,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5600.0,1250.0,3454.8077884615386,3022.0247
212,2022-03-02,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5400.0,1250.0,3015.9465432098764,3011.0852
213,2022-03-03,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5400.0,1250.0,3109.9207142857144,2993.7192
214,2022-03-04,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5600.0,1250.0,3311.1112222222223,2990.3083
215,2022-03-05,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,6000.0,500.0,3302.287647058823,3026.9116
216,2022-03-08,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4600.0,4000.0,4300.0,3027.5396
217,2022-03-09,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,1000.0,3081.3541250000003,3306.0137
218,2022-03-10,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4600.0,1000.0,3147.22217948718,3264.676
219,2022-03-11,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,4800.0,750.0,3311.2847916666665,3245.8945
220,2022-03-12,서울가락도매,중앙청과,새송이,새송이(일반),특,1KG,5200.0,750.0,3161.75,3233.8865
